ID,N,E,S,W,NE,SE,SW,NW
,8.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0
22.0,4.0,0.0,2.0,3.0,1.0,2.0,2.0,4.0
24.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0
20.0,2.0,5.0,1.0,4.0,5.0,3.0,1.0,0.0
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
