TOTAL_N,TOTAL_E,TOTAL_S,TOTAL_W,TOTAL_NE,TOTAL_SE,TOTAL_SW,TOTAL_NW
12.0,12.0,11.0,9.0,13.0,7.0,9.0,12.0
